year,IIFRFH,QCCTIQ,MTQHYM,CVXQIO,CJYVFV,HQOOWC,WSLFES,HOOSZM,TNZDYD,DXYROE,SKPZAQ,DUCIGB,HNKADX,HTZOMD,OSSGMO,LRYQEG,KIPZGP,HXCMUV
658,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
659,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
660,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
661,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
662,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
663,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
664,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
665,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
666,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
667,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
668,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
669,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
670,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
671,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
672,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
673,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
674,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
675,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
676,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
677,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
678,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
679,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
680,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
681,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
682,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
683,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
684,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
685,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
686,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
687,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
688,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
689,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
690,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
691,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
692,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
693,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
694,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
695,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
696,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
697,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
698,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
699,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
700,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
701,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
702,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
703,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
704,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
705,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
706,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
707,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
708,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
709,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
710,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
711,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
712,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
713,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
714,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
715,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
716,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
717,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
718,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
719,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
720,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
721,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
722,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
723,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
724,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
725,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
726,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
727,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
728,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
729,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
730,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
731,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
732,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
733,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
734,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
735,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
736,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
737,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
738,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
739,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
740,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
741,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
742,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
743,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
744,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
745,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
746,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
747,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
748,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
749,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
750,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
751,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
752,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
753,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
754,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
755,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
756,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
757,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
758,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
759,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
760,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
761,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
762,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
763,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
764,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
765,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
766,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
767,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
768,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
769,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
770,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
771,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
772,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
773,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
774,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
775,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
776,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
777,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
778,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
779,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
780,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
781,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
782,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
783,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
784,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
785,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
786,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
787,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
788,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
789,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
790,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
791,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
792,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
793,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
794,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
795,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
796,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
797,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
798,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
799,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
800,100,100,100,100,50.5,0,0,0,0,49.5,100,100,100,100,0,0,0,0
801,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
802,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
803,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
804,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
805,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
806,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
807,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
808,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
809,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
810,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
811,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
812,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
813,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
814,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
815,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
816,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
817,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
818,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
819,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
820,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
821,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
822,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
823,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
824,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
825,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
826,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
827,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
828,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
829,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
830,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
831,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
832,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
833,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
834,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
835,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
836,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
837,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
838,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
839,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
840,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
841,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
842,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
843,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
844,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
845,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
846,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
847,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
848,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
849,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
850,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
851,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
852,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
853,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
854,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
855,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
856,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
857,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
858,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
859,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
860,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
861,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
862,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
863,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
864,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
865,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
866,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
867,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
868,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
869,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
870,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
871,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
872,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
873,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
874,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
875,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
876,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
877,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
878,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
879,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
880,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
881,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
882,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
883,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
884,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
885,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
886,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
887,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
888,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
889,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
890,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
891,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
892,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
893,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
894,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
895,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
896,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
897,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
898,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
899,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
900,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
901,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
902,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
903,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
904,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
905,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
906,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
907,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
908,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
909,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
910,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
911,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
912,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
913,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
914,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
915,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
916,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
917,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
918,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
919,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
920,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
921,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
922,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
923,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
924,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
925,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
926,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
927,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
928,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
929,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
930,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
931,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
932,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
933,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
934,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
935,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
936,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
937,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
938,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
939,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
940,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
941,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
942,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
943,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
944,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
945,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
946,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
947,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
948,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
949,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
950,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
951,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
952,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
953,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
954,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
955,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
956,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
957,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
958,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
959,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
960,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
961,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
962,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
963,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
964,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
965,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
966,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
967,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
968,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
969,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
970,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
971,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
972,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
973,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
974,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
975,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
976,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
977,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
978,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
979,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
980,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
981,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
982,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
983,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
984,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
985,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
986,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
987,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
988,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
989,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
990,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
991,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
992,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
993,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
994,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
995,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
996,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
997,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
998,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
999,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
1000,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
1001,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
1002,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
1003,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
1004,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
1005,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
1006,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0
