year,URACRS,OJUDXC,ZLVJZY,VRUUYH,CQUQOZ,UIPTXG,VHORCN,LDLAIT,SFOQAY,IEIFGC,JQNKGR,EBEFRI,QRBHUF,HXVJWC,JDTJUH,CKZWBW,UUDRAE,OMZFUP
968,92.6441,108.6508,91.1499,104.4826,110.6854,107.0576,92.218,101.2404,88.724,0,0,0,0,0,0,0,0,0
969,92.9049,108.3959,91.5689,104.7688,111.1326,107.0534,91.9004,101.7018,88.9808,0,0,0,0,0,0,0,0,0
970,92.4717,107.9109,91.6385,104.2708,111.1857,106.578,91.8833,101.2413,88.7146,0,0,0,0,0,0,0,0,0
971,92.2259,108.3182,91.3446,104.4151,111.5954,106.6508,91.6957,100.8061,89.0602,0,0,0,0,0,0,0,0,0
972,92.2504,108.6569,91.1109,104.6862,111.8423,106.3773,91.818,101.2197,88.6825,0,0,0,0,0,0,0,0,0
973,92.6158,108.3534,90.8452,105.1756,112.2719,105.9372,92.0288,101.4408,88.9928,0,0,0,0,0,0,0,0,0
974,92.5337,108.4494,90.7206,105.1528,112.6038,106.1876,91.7634,100.9442,89.3228,0,0,0,0,0,0,0,0,0
975,92.1612,108.3331,90.7403,104.941,113.0552,106.3629,91.521,101.0593,88.8946,0,0,0,0,0,0,0,0,0
976,92.4444,108.0796,90.397,105.1829,113.4112,106.2362,91.4143,100.9044,88.5405,0,0,0,0,0,0,0,0,0
977,92.7958,107.7818,90.1136,105.4003,113.049,106.5851,91.6297,101.1355,88.8385,0,0,0,0,0,0,0,0,0
978,93.2851,107.9194,89.8838,105.0682,113.5058,106.5565,91.6955,101.4868,89.1248,0,0,0,0,0,0,0,0,0
979,93.0716,108.2763,90.2296,105.1642,113.9222,106.127,91.6747,101.1694,89.0613,0,0,0,0,0,0,0,0,0
980,92.7058,108.0806,90.119,105.0735,114.0738,106.1041,91.5496,100.6867,89.3561,0,0,0,0,0,0,0,0,0
981,92.9101,108.0971,89.7878,104.9871,114.0869,106.0827,91.0788,100.5496,88.9347,0,0,0,0,0,0,0,0,0
982,92.7848,107.6397,90.0585,105.3759,113.8738,105.7121,90.8685,100.1881,89.4272,0,0,0,0,0,0,0,0,0
983,92.3268,107.5659,90.5023,105.7189,114.0331,105.4011,90.6265,99.8337,89.8374,0,0,0,0,0,0,0,0,0
984,92.7454,107.3584,90.0576,105.2285,114.5168,105.8127,90.5567,99.4873,90.0858,0,0,0,0,0,0,0,0,0
985,93.1425,107.839,89.9976,105.5082,114.2272,105.6292,90.6765,99.8636,90.1299,0,0,0,0,0,0,0,0,0
986,93.0196,107.5849,89.9259,105.5455,114.4403,105.7591,90.251,100.2637,90.288,0,0,0,0,0,0,0,0,0
987,93.4034,107.1298,90.2496,105.2125,114.9185,105.6281,90.2374,99.7783,89.8737,0,0,0,0,0,0,0,0,0
988,93.7655,107.3645,90.183,105.1639,114.9038,105.6473,89.8827,100.006,89.5921,0,0,0,0,0,0,0,0,0
989,94.2425,106.974,89.9547,104.806,114.5472,105.9449,89.7118,99.6553,89.6091,0,0,0,0,0,0,0,0,0
990,94.5623,107.3933,90.199,104.8649,115.0387,105.9539,89.9812,99.8062,89.9485,0,0,0,0,0,0,0,0,0
991,94.8621,107.1953,89.7661,105.3495,115.3901,106.3738,89.7724,99.5579,89.9379,0,0,0,0,0,0,0,0,0
992,94.6948,106.7978,90.0483,105.6432,115.5813,106.7328,89.505,99.7102,90.0951,0,0,0,0,0,0,0,0,0
993,94.3408,106.985,89.669,105.7218,115.1291,106.6147,89.432,99.443,89.9518,0,0,0,0,0,0,0,0,0
994,94.285,107.2046,89.2576,106.064,115.1951,106.5324,89.5224,99.3992,90.0816,0,0,0,0,0,0,0,0,0
995,93.8637,106.8356,89.2836,106.0413,114.9862,106.801,89.1368,98.9202,89.9405,0,0,0,0,0,0,0,0,0
996,93.3959,106.6246,89.6486,105.6789,115.0253,106.6255,89.2476,99.0434,90.4323,0,0,0,0,0,0,0,0,0
997,93.447,106.1268,89.9702,105.1953,115.0091,106.2642,89.7179,98.5787,90.0629,0,0,0,0,0,0,0,0,0
998,93.4538,106.515,90.0763,105.365,114.5366,105.8585,89.5387,98.909,90.323,0,0,0,0,0,0,0,0,0
999,93.1378,106.7874,90.1291,104.8875,114.6053,105.6765,89.1174,99.1556,90.7318,0,0,0,0,0,0,0,0,0
1000,93.1367,106.5393,89.9908,105.2526,114.3063,105.6731,89.0594,99.65,90.535,0,0,0,0,0,0,0,0,0
1001,93.1152,106.7555,89.5774,105.3701,114.8053,105.9129,89.3125,100.107,90.8836,0,0,0,0,0,0,0,0,0
1002,92.6213,107.1193,89.5851,104.8797,114.5,105.9196,89.1765,100.3148,90.3962,0,0,0,0,0,0,0,0,0
1003,92.9516,107.5623,89.2688,104.6741,114.7631,106.3873,89.1958,99.9682,90.557,0,0,0,0,0,0,0,0,0
1004,93.1526,107.3348,88.9831,104.8571,114.3947,106.7011,89.6788,100.1406,90.3996,0,0,0,0,0,0,0,0,0
1005,93.2419,106.8865,88.532,105.2763,114.4937,106.7249,89.327,99.761,90.057,0,0,0,0,0,0,0,0,0
1006,93.1882,107.0867,88.6983,105.6264,114.8298,106.7872,89.4492,99.3742,90.0693,0,0,0,0,0,0,0,0,0
1007,93.2722,107.3084,89.15,105.5661,115.2191,106.5246,89.3156,99.7746,89.8153,0,0,0,0,0,0,0,0,0
1008,93.4931,106.9668,88.6959,105.7604,115.1566,106.7018,89.7731,100.1379,90.2361,0,0,0,0,0,0,0,0,0
1009,93.9518,106.8127,88.4793,106.2195,115.2587,106.3548,89.6465,100.0268,90.6171,0,0,0,0,0,0,0,0,0
1010,94.0305,107.1131,88.653,105.7453,114.9384,106.8508,89.3266,99.585,91.0217,0,0,0,0,0,0,0,0,0
1011,94.3566,106.9257,88.6209,105.5278,114.6038,106.849,88.8761,99.7117,91.1266,0,0,0,0,0,0,0,0,0
1012,94.3142,107.1325,88.3907,105.7263,114.3813,107.3162,88.6162,99.9762,91.3977,0,0,0,0,0,0,0,0,0
1013,94.6969,107.5052,88.6888,106.0848,114.0156,107.3407,89.076,100.4646,91.2675,0,0,0,0,0,0,0,0,0
1014,94.2714,107.4733,88.7209,106.1471,114.3066,107.7638,89.2645,100.2035,91.1087,0,0,0,0,0,0,0,0,0
1015,93.9486,107.2918,88.5047,106.4685,114.6544,107.5816,89.4264,100.5551,91.4775,0,0,0,0,0,0,0,0,0
1016,93.7396,107.3625,88.4775,106.9372,114.8314,107.7838,89.9025,100.3758,91.229,0,0,0,0,0,0,0,0,0
1017,93.9559,107.001,88.5038,106.4816,114.5324,107.4967,90.1836,100.5295,91.1592,0,0,0,0,0,0,0,0,0
1018,93.875,106.7673,88.386,106.4762,114.5322,107.6006,90.1858,100.9926,91.6135,0,0,0,0,0,0,0,0,0
1019,93.5217,106.9877,88.0423,106.5533,114.8364,107.3506,89.8537,100.5785,91.1579,0,0,0,0,0,0,0,0,0
1020,93.2047,106.7017,88.5343,106.2848,114.5633,107.6509,90.2008,100.6185,91.2313,0,0,0,0,0,0,0,0,0
1021,93.6957,106.8027,88.9976,106.3033,114.7538,107.2975,90.3972,100.4496,91.3887,0,0,0,0,0,0,0,0,0
1022,93.2609,106.6774,89.1065,106.5546,114.5703,106.8204,90.8866,100.1289,91.216,0,0,0,0,0,0,0,0,0
1023,93.0073,106.8769,88.9234,106.1748,114.9618,106.4919,90.605,100.0111,90.7932,0,0,0,0,0,0,0,0,0
1024,93.3168,107.0133,88.4394,105.7752,114.9141,106.7351,90.4813,99.5676,91.0249,0,0,0,0,0,0,0,0,0
1025,93.1286,107.4313,87.9537,105.8757,115.1803,106.2732,90.2157,99.6436,91.4038,0,0,0,0,0,0,0,0,0
1026,93.5787,107.0255,88.1149,105.4073,114.846,106.2799,90.3963,99.3704,91.8441,0,0,0,0,0,0,0,0,0
1027,93.4179,107.3038,88.0814,105.7076,114.7901,106.1426,90.0358,99.3801,92.2417,0,0,0,0,0,0,0,0,0
1028,93.4423,107.438,88.3323,105.6634,114.4044,105.8475,90.1466,99.0359,92.1053,0,0,0,0,0,0,0,0,0
1029,93.3965,107.282,88.7296,105.8954,114.7964,105.9234,90.4071,99.1115,92.5423,0,0,0,0,0,0,0,0,0
1030,93.0961,107.6598,88.5279,105.9983,115.1873,105.592,90.4666,99.5292,92.6067,0,0,0,0,0,0,0,0,0
1031,92.6578,108.0888,88.3082,105.5515,115.5967,105.877,90.5881,99.588,92.4532,0,0,0,0,0,0,0,0,0
1032,92.4369,107.6263,88.1315,105.4544,115.8925,106.3763,90.6758,99.5064,92.8697,0,0,0,0,0,0,0,0,0
1033,92.3897,107.8405,87.6518,105.4868,115.9021,106.3609,90.7758,99.3956,93.0204,0,0,0,0,0,0,0,0,0
1034,91.9415,107.9137,87.3696,105.2358,115.5016,106.543,90.7466,99.7463,92.8426,0,0,0,0,0,0,0,0,0
1035,92.1616,107.5749,87.4656,105.626,115.5745,106.9594,90.6576,99.564,92.7859,0,0,0,0,0,0,0,0,0
1036,92.578,107.9178,87.7227,105.8745,115.2807,106.95,91.0553,99.8997,92.8896,0,0,0,0,0,0,0,0,0
1037,92.7252,107.7051,87.6353,105.6629,115.3841,106.5128,90.87,99.8121,92.6638,0,0,0,0,0,0,0,0,0
1038,92.3316,107.8498,87.4692,105.5133,115.0358,106.5263,90.3895,99.833,92.8828,0,0,0,0,0,0,0,0,0
1039,92.4728,108.3357,87.4296,105.2449,115.0378,106.3132,90.0438,99.5525,93.0578,0,0,0,0,0,0,0,0,0
1040,92.4986,107.9271,87.8237,105.3621,114.9713,106.5881,90.401,99.1483,92.885,0,0,0,0,0,0,0,0,0
1041,92.5282,107.7959,88.1652,105.0001,114.944,106.8823,90.6487,99.6038,92.4867,0,0,0,0,0,0,0,0,0
1042,92.6365,108.1611,88.0679,105.343,114.6919,106.5242,90.5488,99.119,92.1664,0,0,0,0,0,0,0,0,0
1043,92.8171,108.0776,87.789,105.5316,114.5879,106.707,90.7094,99.5249,92.0083,0,0,0,0,0,0,0,0,0
1044,92.4332,108.0803,87.6366,105.2653,114.492,106.9851,91.0536,99.3346,91.8892,0,0,0,0,0,0,0,0,0
1045,91.9439,107.5878,88.0908,105.5435,114.8898,106.8108,91.3405,99.0501,91.491,0,0,0,0,0,0,0,0,0
1046,91.97,107.6776,88.1827,105.3065,114.7358,107.1211,91.7294,99.0822,91.3757,0,0,0,0,0,0,0,0,0
1047,92.3523,107.5592,88.6796,105.2461,114.4834,106.7126,91.65,99.238,91.708,0,0,0,0,0,0,0,0,0
1048,92.3509,107.102,88.8784,105.5524,114.7797,106.4863,91.3915,99.0463,91.8401,0,0,0,0,0,0,0,0,0
1049,92.0575,107.4413,88.6715,105.8404,114.7306,106.8413,91.6555,99.0891,91.8294,0,0,0,0,0,0,0,0,0
1050,92.1879,107.1481,88.9763,106.0985,115.123,107.1834,91.8859,98.915,91.3594,0,0,0,0,0,0,0,0,0
1051,92.1477,107.4019,89.4392,106.597,115.2218,107.2206,91.5056,98.85,91.5263,0,0,0,0,0,0,0,0,0
1052,92.3735,107.1898,89.2101,106.3777,115.5154,107.4187,91.3769,98.774,91.0271,0,0,0,0,0,0,0,0,0
1053,92.0405,107.6437,89.2195,106.3908,115.6131,107.8556,91.1329,99.0708,91.4303,0,0,0,0,0,0,0,0,0
1054,92.3779,107.4181,89.6523,106.2255,115.7554,107.8293,91.3036,99.3781,91.7214,0,0,0,0,0,0,0,0,0
1055,92.1252,107.261,89.7065,106.321,115.7562,108.1826,90.9254,98.9858,91.872,0,0,0,0,0,0,0,0,0
1056,91.7643,107.6601,89.3909,106.4839,115.7179,108.2117,90.7959,99.3042,91.3944,0,0,0,0,0,0,0,0,0
1057,92.1704,107.1812,88.9266,106.7204,116.0686,107.9679,91.1506,99.3609,91.3909,0,0,0,0,0,0,0,0,0
1058,92.026,107.047,88.5878,107.2038,116.5013,107.8573,91.4276,99.7588,91.2501,0,0,0,0,0,0,0,0,0
1059,91.6548,107.2544,88.5636,107.0188,116.0476,107.7317,91.7455,99.3941,91.5756,0,0,0,0,0,0,0,0,0
1060,91.3581,106.9467,88.1034,107.1052,115.6873,107.8543,91.8189,98.9092,91.7337,0,0,0,0,0,0,0,0,0
1061,90.9799,106.9474,88.0227,106.8516,115.4503,108.1099,92.2316,98.4766,92.1979,0,0,0,0,0,0,0,0,0
1062,91.2105,106.7771,87.9251,106.788,115.1745,107.7137,91.9111,98.5514,91.8229,0,0,0,0,0,0,0,0,0
1063,91.3684,106.936,88.0525,106.6617,114.8603,107.8388,92.1344,98.338,91.5609,0,0,0,0,0,0,0,0,0
1064,91.0293,107.4141,87.8794,107.1387,114.5879,107.4044,92.2629,98.6948,91.9122,0,0,0,0,0,0,0,0,0
1065,90.9955,107.622,87.6095,106.7543,114.6458,106.954,92.2033,99.1821,91.8567,0,0,0,0,0,0,0,0,0
1066,91.2102,107.6833,87.2447,106.6178,114.1636,107.4331,91.726,98.9687,92.1327,0,0,0,0,0,0,0,0,0
1067,91.2408,107.9332,87.5356,106.7457,114.5363,107.6598,92.185,98.9116,91.7217,0,0,0,0,0,0,0,0,0
1068,91.4552,107.724,87.5783,106.5692,115.0041,107.9073,91.8906,98.6776,92.1435,0,0,0,0,0,0,0,0,0
1069,91.7172,107.8547,87.8143,106.7075,115.2461,107.5455,92.2469,98.5146,92.4895,0,0,0,0,0,0,0,0,0
1070,91.57,107.9452,87.9388,106.9922,114.8785,107.8512,91.8827,98.2319,92.615,0,0,0,0,0,0,0,0,0
1071,91.1912,107.6473,88.1426,106.8885,114.7431,107.9234,92.2501,98.162,92.2712,0,0,0,0,0,0,0,0,0
1072,91.3917,107.8326,88.2938,106.6045,115.2409,107.4876,92.4546,97.7448,92.239,0,0,0,0,0,0,0,0,0
1073,91.5292,107.4133,87.9346,106.5055,115.2421,107.1767,92.3,98.1742,92.2739,0,0,0,0,0,0,0,0,0
1074,91.1064,107.8716,88.3908,106.4482,115.368,107.3603,92.5795,97.9068,92.5238,0,0,0,0,0,0,0,0,0
1075,91.5819,107.8549,88.1825,106.307,115.0544,107.139,92.578,97.5182,92.5223,0,0,0,0,0,0,0,0,0
1076,91.8093,107.5314,87.9267,105.996,115.3923,106.6777,93.0406,97.9547,92.9985,0,0,0,0,0,0,0,0,0
1077,91.8054,107.5976,88.264,106.0867,115.4054,106.3838,92.8399,97.558,93.3736,0,0,0,0,0,0,0,0,0
1078,91.5743,107.6047,88.6584,105.5889,115.8025,106.2897,92.5365,97.3749,93.4878,0,0,0,0,0,0,0,0,0
1079,91.7803,107.5554,88.4006,106.0641,115.429,106.0729,92.8438,97.0485,92.9984,0,0,0,0,0,0,0,0,0
1080,91.5487,107.8,88.6198,106.2443,115.8199,105.6323,92.4781,97.2299,93.458,0,0,0,0,0,0,0,0,0
1081,91.2477,107.7915,88.3705,106.6212,116.1975,105.378,92.6461,97.17,92.999,0,0,0,0,0,0,0,0,0
1082,91.6659,108.2328,88.0888,106.9402,116.2838,104.9796,92.7814,96.8426,92.7333,0,0,0,0,0,0,0,0,0
1083,91.8207,108.5355,87.7766,106.7133,116.0681,104.6837,92.3686,96.4329,92.3995,0,0,0,0,0,0,0,0,0
1084,92.0056,108.2979,87.6736,107.1953,116.4795,104.7004,91.9828,96.8433,92.5688,0,0,0,0,0,0,0,0,0
1085,91.9175,108.1211,87.361,107.517,116.6555,104.6338,92.2076,97.0624,92.9913,0,0,0,0,0,0,0,0,0
1086,92.0231,107.7397,87.6116,107.9293,116.98,104.6206,92.394,96.602,93.4865,0,0,0,0,0,0,0,0,0
1087,92.0469,107.9886,87.3221,108.4086,117.1363,104.4088,92.4737,97.0074,92.997,0,0,0,0,0,0,0,0,0
1088,92.417,108.1098,87.6939,108.169,116.8223,104.1486,92.9243,97.478,92.6519,0,0,0,0,0,0,0,0,0
1089,92.1121,107.7739,87.2984,108.2295,116.7321,103.8695,93.3893,97.9254,92.5209,0,0,0,0,0,0,0,0,0
1090,92.0329,107.3848,87.7109,108.525,116.9025,103.6236,93.3388,97.7981,92.9366,0,0,0,0,0,0,0,0,0
1091,92.0957,107.2428,87.7239,108.6631,116.5032,103.4773,93.4024,97.3437,92.8267,0,0,0,0,0,0,0,0,0
1092,92.3104,106.8453,88.0551,109.1584,116.0053,103.5156,93.6956,97.3347,92.7894,0,0,0,0,0,0,0,0,0
1093,92.2293,106.6246,88.3469,109.1779,116.3619,103.9144,93.6797,97.5101,92.9397,0,0,0,0,0,0,0,0,0
1094,91.8088,106.1464,88.5544,109.3836,116.784,104.2083,93.7726,97.1367,93.2309,0,0,0,0,0,0,0,0,0
1095,92.0981,105.8037,88.9129,109.1014,117.1213,104.6559,93.5691,97.4225,93.3103,0,0,0,0,0,0,0,0,0
1096,91.6769,105.4166,89.0951,109.0238,117.1532,104.3391,93.5231,97.1816,93.1769,0,0,0,0,0,0,0,0,0
1097,91.2024,105.0428,88.9522,108.7421,117.1067,104.7453,93.7645,96.6844,92.799,0,0,0,0,0,0,0,0,0
1098,90.9574,105.1622,88.5648,108.5777,117.2266,104.5969,94.0623,97.1539,92.8683,0,0,0,0,0,0,0,0,0
1099,91.2238,104.8907,88.4828,108.6836,117.0771,104.5518,93.6871,97.5447,92.8047,0,0,0,0,0,0,0,0,0
1100,91.244,104.5223,88.6998,108.3173,117.2948,104.8923,93.9836,97.7569,92.859,0,0,0,0,0,0,0,0,0
1101,90.9283,104.041,88.982,108.723,117.176,104.6396,93.5363,97.5251,92.6886,0,0,0,0,0,0,0,0,0
1102,90.4341,104.2771,88.8462,108.703,117.3437,104.7122,93.5262,97.2551,92.8003,0,0,0,0,0,0,0,0,0
1103,90.4443,104.1783,89.0551,108.2055,117.3152,104.5331,93.3175,97.7537,93.288,0,0,0,0,0,0,0,0,0
1104,90.3623,104.4422,88.7066,108.4198,117.181,104.0971,93.0095,97.8195,93.487,0,0,0,0,0,0,0,0,0
1105,90.5172,104.5063,89.0542,108.8988,117.5286,103.7681,92.6926,98.1489,93.4318,0,0,0,0,0,0,0,0,0
1106,90.7255,104.4503,89.4852,108.8938,117.6489,103.919,92.4122,98.6447,93.3674,0,0,0,0,0,0,0,0,0
1107,91.0104,104.0447,89.2378,108.9297,117.6648,104.1115,92.4162,98.9737,93.7126,0,0,0,0,0,0,0,0,0
1108,90.8005,104.068,88.9093,109.2026,118.0644,104.5099,92.2909,99.3495,93.8666,0,0,0,0,0,0,0,0,0
1109,90.453,104.5106,88.5384,109.2843,118.0993,104.5883,91.8578,99.483,93.6505,0,0,0,0,0,0,0,0,0
1110,90.5918,104.3146,88.1463,109.537,118.209,104.2581,91.6117,99.8059,93.2181,0,0,0,0,0,0,0,0,0
1111,90.2696,103.8494,88.0103,109.8861,118.3908,104.6629,91.8279,99.4656,93.1564,0,0,0,0,0,0,0,0,0
1112,89.8365,103.5818,87.5443,109.5901,118.552,105.0195,91.9494,99.6394,93.1235,0,0,0,0,0,0,0,0,0
1113,89.8003,104.0596,87.0744,109.7641,118.7248,105.0434,92.0307,99.3966,93.1366,0,0,0,0,0,0,0,0,0
1114,89.5975,103.9752,86.8073,109.7255,118.3477,104.6064,91.6288,99.2723,92.8896,0,0,0,0,0,0,0,0,0
1115,89.6576,103.7251,87.1139,109.7647,118.5794,104.445,91.944,99.2576,92.9514,0,0,0,0,0,0,0,0,0
1116,89.4144,104.0441,87.4279,109.5054,118.5739,104.4564,92.3726,99.1516,93.0086,0,0,0,0,0,0,0,0,0
1117,89.0725,104.4789,87.5436,109.2028,118.3612,104.4537,92.7565,98.9162,92.8568,0,0,0,0,0,0,0,0,0
1118,88.793,104.6571,87.1914,109.6496,118.5446,104.4314,93.029,98.949,92.8049,0,0,0,0,0,0,0,0,0
1119,88.4204,105.1438,87.4988,109.9632,118.7777,104.363,92.6122,99.0715,92.7148,0,0,0,0,0,0,0,0,0
1120,88.1159,104.7922,87.1825,109.8497,118.8381,103.9149,92.5075,99.3826,92.8435,0,0,0,0,0,0,0,0,0
1121,88.4584,104.3268,87.6229,109.8788,118.4243,104.0161,92.7676,99.4406,92.98,0,0,0,0,0,0,0,0,0
1122,87.9624,104.0113,87.1826,110.1549,118.8391,103.9165,92.7112,99.011,92.5726,0,0,0,0,0,0,0,0,0
1123,88.2585,104.4915,87.0123,110.007,118.6148,104.0803,92.5341,98.8747,92.8943,0,0,0,0,0,0,0,0,0
1124,88.3532,104.3264,86.6657,110.0735,118.2379,104.4386,92.3221,99.0068,92.415,0,0,0,0,0,0,0,0,0
1125,88.7986,104.6921,86.1919,110.4088,117.7426,104.0478,92.1105,98.7609,92.0245,0,0,0,0,0,0,0,0,0
1126,89.1173,105.0958,86.3769,110.3281,117.4213,104.1176,91.9502,98.8403,92.1585,0,0,0,0,0,0,0,0,0
1127,89.0681,104.9937,86.5524,109.9905,117.2867,103.8109,92.2339,98.8787,92.6532,0,0,0,0,0,0,0,0,0
1128,88.7234,105.2816,86.2861,109.5889,116.8707,103.549,92.7182,98.9981,93.0086,0,0,0,0,0,0,0,0,0
1129,88.4431,105.6182,86.2422,109.7166,117.1321,103.4001,92.6429,98.6262,93.1512,0,0,0,0,0,0,0,0,0
1130,88.808,105.6086,86.3665,109.4774,117.5333,103.4825,92.2914,98.6275,93.4995,0,0,0,0,0,0,0,0,0
1131,88.3929,105.6912,86.623,109.787,117.3579,103.4772,92.1585,98.8422,93.3837,0,0,0,0,0,0,0,0,0
1132,88.2489,105.3152,86.8242,109.5369,117.307,103.1969,92.555,99.1426,93.6792,0,0,0,0,0,0,0,0,0
1133,88.6118,105.6491,86.5618,109.6588,117.1355,103.5276,92.9756,98.8919,93.3746,0,0,0,0,0,0,0,0,0
1134,88.3418,105.176,86.852,110.137,117.4791,103.1117,92.761,98.6304,93.8213,0,0,0,0,0,0,0,0,0
1135,88.7977,105.2555,86.5724,110.0171,117.3652,103.0948,92.4401,98.7321,93.6006,0,0,0,0,0,0,0,0,0
1136,88.3992,104.7649,86.2237,110.311,117.4039,103.559,92.8198,98.8341,93.1226,0,0,0,0,0,0,0,0,0
1137,88.5268,104.5279,86.6165,110.2111,117.3093,103.3895,93.1298,98.5969,93.1549,0,0,0,0,0,0,0,0,0
1138,88.5892,104.3897,86.1353,110.5702,116.9263,103.1282,92.7482,98.2672,93.0154,0,0,0,0,0,0,0,0,0
1139,88.4949,103.9908,86.5767,110.814,117.1699,103.006,92.4479,98.2688,93.1524,0,0,0,0,0,0,0,0,0
1140,88.4428,104.4166,87.0583,110.5525,117.0168,103.201,92.8391,98.768,92.7055,0,0,0,0,0,0,0,0,0
1141,88.3851,103.9183,87.2954,110.096,117.1326,103.1604,92.4317,98.3295,92.8184,0,0,0,0,0,0,0,0,0
1142,88.3672,103.9356,87.0177,109.6886,116.8953,103.2669,91.9443,98.7065,92.3352,0,0,0,0,0,0,0,0,0
1143,88.2206,104.1962,86.5734,109.5045,117.224,103.0973,91.9172,98.7116,92.1422,0,0,0,0,0,0,0,0,0
1144,87.8018,103.8243,86.9879,109.3862,117.714,102.9605,92.4151,98.8505,92.556,0,0,0,0,0,0,0,0,0
1145,87.8389,104.2974,86.6337,109.4306,117.4285,102.5684,92.1843,98.4953,92.3512,0,0,0,0,0,0,0,0,0
1146,87.5896,104.4691,86.6449,109.5756,117.5754,102.4052,92.53,98.5578,91.9505,0,0,0,0,0,0,0,0,0
1147,87.8397,104.1822,86.3918,110.073,117.3895,102.281,92.21,98.6117,91.943,0,0,0,0,0,0,0,0,0
1148,87.5991,103.9192,86.7353,109.8211,117.2504,102.5689,92.4787,98.2466,92.233,0,0,0,0,0,0,0,0,0
1149,87.6877,104.3948,86.8243,110.1445,117.0721,102.8596,92.0443,97.8021,92.7117,0,0,0,0,0,0,0,0,0
1150,88.0687,104.8448,87.083,109.7232,117.5531,102.9797,92.1482,98.009,92.6804,0,0,0,0,0,0,0,0,0
1151,87.9366,104.53,86.9138,109.272,117.7227,102.4891,92.0641,97.5267,92.9235,0,0,0,0,0,0,0,0,0
1152,87.7465,104.8187,86.9167,109.0947,118.1992,102.6216,91.6852,97.2436,92.6829,0,0,0,0,0,0,0,0,0
1153,87.6947,105.0627,86.627,109.5833,117.917,103.079,91.8445,97.0654,92.5504,0,0,0,0,0,0,0,0,0
1154,87.82,104.8734,86.6169,109.3177,117.5953,103.0437,92.2223,97.5599,92.1845,0,0,0,0,0,0,0,0,0
1155,87.6195,105.0861,86.4759,109.2126,117.1844,103.534,92.433,97.4806,91.9161,0,0,0,0,0,0,0,0,0
1156,88.0212,105.2205,86.3648,109.3889,116.8748,103.4347,92.72,97.4066,92.3394,0,0,0,0,0,0,0,0,0
1157,88.41,104.9254,86.7243,109.3183,116.4772,103.6044,93.07,97.2864,92.6328,0,0,0,0,0,0,0,0,0
1158,88.8845,104.6223,86.5753,108.9207,116.211,104.0858,93.2984,97.0612,92.6804,0,0,0,0,0,0,0,0,0
1159,88.7158,104.3123,87.0733,109.0279,116.6275,104.2145,92.8117,96.9747,92.4398,0,0,0,0,0,0,0,0,0
1160,88.3291,104.1552,87.162,109.4901,116.1896,103.9717,93.0758,96.711,92.2821,0,0,0,0,0,0,0,0,0
1161,88.531,104.2072,86.9865,109.55,115.9191,104.2846,92.6503,96.7101,92.0171,0,0,0,0,0,0,0,0,0
1162,88.489,104.4387,87.3257,109.4508,116.3722,104.4626,92.3363,96.9733,92.0758,0,0,0,0,0,0,0,0,0
1163,88.7098,104.3625,86.9157,109.4483,116.0986,104.0616,92.084,97.3404,91.6731,0,0,0,0,0,0,0,0,0
1164,88.5038,104.4265,86.654,109.2344,116.0262,103.6002,91.9739,97.6067,91.6233,0,0,0,0,0,0,0,0,0
1165,88.7817,104.7962,87.0541,109.4137,116.3894,103.8777,92.3301,97.1365,91.5006,0,0,0,0,0,0,0,0,0
1166,89.0015,104.3618,86.9237,109.2715,116.7442,104.0101,92.4161,97.5494,91.57,0,0,0,0,0,0,0,0,0
1167,88.505,104.5383,86.8846,109.4274,117.0466,103.9175,92.6739,97.7315,91.4542,0,0,0,0,0,0,0,0,0
1168,88.1388,104.1082,87.2694,109.025,116.975,103.8302,92.9513,98.1635,91.7705,0,0,0,0,0,0,0,0,0
1169,87.8089,103.7516,87.664,108.961,116.6647,104.1338,93.2351,98.1585,91.3981,0,0,0,0,0,0,0,0,0
1170,87.4415,103.8538,87.6999,108.7268,117.0256,104.3998,93.6187,98.1129,91.656,0,0,0,0,0,0,0,0,0
1171,87.9093,104.0245,87.6714,109.0002,117.2626,104.861,93.4376,97.8091,91.9645,0,0,0,0,0,0,0,0,0
1172,88.1631,104.2919,87.9751,108.5641,117.1142,104.9063,93.9192,97.6642,91.6774,0,0,0,0,0,0,0,0,0
1173,88.6237,104.3359,87.6845,108.5831,116.9103,104.4083,94.0528,97.7056,91.281,0,0,0,0,0,0,0,0,0
1174,88.2989,104.49,87.4867,108.8137,117.0943,104.4374,94.1676,97.9841,91.7512,0,0,0,0,0,0,0,0,0
1175,88.07,104.7553,87.4289,108.9934,116.9453,104.2823,94.6054,97.9912,91.5293,0,0,0,0,0,0,0,0,0
1176,87.8435,105.0259,87.1417,109.4907,116.9905,104.4419,94.5639,98.4171,91.9041,0,0,0,0,0,0,0,0,0
1177,88.247,105.3997,86.9012,108.992,117.2922,103.958,94.6277,98.0812,91.8926,0,0,0,0,0,0,0,0,0
1178,88.2872,105.5024,87.3921,108.8667,117.2871,104.2907,94.2722,97.7885,91.6562,0,0,0,0,0,0,0,0,0
1179,88.3937,105.2864,87.2523,108.4506,117.527,104.0099,94.0361,98.1405,92.055,0,0,0,0,0,0,0,0,0
1180,88.8105,104.8113,87.4113,108.8368,117.1005,103.9609,94.0759,97.866,91.6788,0,0,0,0,0,0,0,0,0
1181,88.33,104.9148,86.9406,108.9423,117.5709,104.0875,93.908,97.5423,92.1292,0,0,0,0,0,0,0,0,0
