year,XEUOUZ,DCPWLP,XEYOPS,XXDGJI,WSRNWD,LDCKJJ,THIBEV,ZKTWAS,ROQWUT,BZFTZE,EIDUNJ,HPPEVH,ICGDTN,COQYCO,YATYVW,AKRDYU,KJIGPC,UQWXRL
954,90.9082,26.9983,95.4723,120.0577,121.0373,98.089,90.2409,107.5172,59.8858,0,0,0,0,0,0,0,0,0
955,92.3928,25.1328,95.4818,119.0439,122.1291,98.6839,88.7527,106.6301,61.5074,0,0,0,0,0,0,0,0,0
956,94.1081,25.232,93.5876,117.8873,121.9818,99.9657,88.0803,107.8474,60.3526,0,0,0,0,0,0,0,0,0
957,95.1798,23.6789,93.5099,118.0651,121.8857,98.4683,86.3852,109.1757,61.2755,0,0,0,0,0,0,0,0,0
958,95.1011,21.9465,93.7209,118.0334,123.8723,98.0431,87.1867,108.6039,63.2589,0,0,0,0,0,0,0,0,0
959,94.0393,20.3236,94.7779,119.4559,123.4464,96.8464,86.1359,106.6112,63.0508,0,0,0,0,0,0,0,0,0
960,92.3752,21.9918,94.5347,118.9669,124.1952,97.4605,85.1956,106.8824,63.7124,0,0,0,0,0,0,0,0,0
961,93.3321,20.0956,94.3939,117.5005,125.1917,98.4933,84.1847,108.7344,62.7035,0,0,0,0,0,0,0,0,0
962,94.8677,19.9878,93.8263,115.7818,124.6088,98.8692,83.6002,109.3371,62.8849,0,0,0,0,0,0,0,0,0
963,93.7613,18.9413,93.1048,116.1991,124.9571,98.6939,82.6668,108.4167,64.8567,0,0,0,0,0,0,0,0,0
964,94.3448,18.862,93.6192,117.5947,123.9301,97.2492,81.8129,108.9278,63.6693,0,0,0,0,0,0,0,0,0
965,94.9747,18.4904,95.0062,118.6546,125.8829,98.6298,83.4542,108.8587,63.5745,0,0,0,0,0,0,0,0,0
966,94.4248,20.1479,93.2462,120.6259,125.4121,98.1573,83.9163,108.0574,64.1231,0,0,0,0,0,0,0,0,0
967,95.7954,21.8216,92.8426,120.1895,123.8424,98.0201,84.3411,107.9651,65.6903,0,0,0,0,0,0,0,0,0
968,95.4053,20.3456,91.7873,120.7461,121.845,96.0493,86.3357,108.9253,67.0948,0,0,0,0,0,0,0,0,0
969,94.6105,18.9812,91.979,120.4616,120.4432,95.3239,87.4684,109.9399,66.8887,0,0,0,0,0,0,0,0,0
970,94.919,20.7436,91.0566,120.1456,120.6341,93.7877,89.4082,109.5028,66.9064,0,0,0,0,0,0,0,0,0
971,96.1334,22.6004,91.3332,118.5915,121.558,95.1104,91.1029,109.3035,68.2588,0,0,0,0,0,0,0,0,0
972,96.7221,21.9992,92.753,119.3409,123.1512,93.5487,91.8903,108.1274,69.3877,0,0,0,0,0,0,0,0,0
973,96.9203,20.7605,91.1917,119.5553,123.4647,92.631,93.1216,108.6441,70.1327,0,0,0,0,0,0,0,0,0
974,98.6384,19.5976,90.8759,119.2956,122.2067,93.5754,92.1629,110.2718,69.8281,0,0,0,0,0,0,0,0,0
975,97.4374,19.113,91.0502,120.4674,122.986,93.7406,92.0219,110.3965,68.8804,0,0,0,0,0,0,0,0,0
976,97.149,19.4319,92.1386,119.6904,121.5232,95.2194,93.5929,112.0761,68.3424,0,0,0,0,0,0,0,0,0
977,96.5118,21.1154,94.127,121.5273,119.9274,94.7119,94.0459,113.1141,68.8582,0,0,0,0,0,0,0,0,0
978,98.1615,19.25,95.5363,119.5604,118.1026,93.512,95.3577,112.588,68.711,0,0,0,0,0,0,0,0,0
979,96.3632,18.56,93.9118,119.3008,119.8121,94.4959,95.2433,111.5232,68.4338,0,0,0,0,0,0,0,0,0
980,96.7885,18.2636,92.9314,119.3424,121.2243,96.0229,95.9489,112.1813,70.2538,0,0,0,0,0,0,0,0,0
981,96.6205,19.5431,92.9465,121.2217,121.1758,96.8875,94.2664,111.9081,71.163,0,0,0,0,0,0,0,0,0
982,95.9963,20.385,92.8701,119.2957,119.93,96.6527,95.8914,113.6665,71.4162,0,0,0,0,0,0,0,0,0
983,96.4415,21.9502,92.894,118.156,120.7393,97.8792,96.5759,113.7859,73.0685,0,0,0,0,0,0,0,0,0
984,95.6534,21.1733,92.9724,117.6754,120.4128,98.705,96.4547,115.541,74.103,0,0,0,0,0,0,0,0,0
985,95.6206,19.4084,94.8278,117.6437,120.4117,99.0248,95.7329,114.8065,73.008,0,0,0,0,0,0,0,0,0
986,94.2073,19.5486,95.74,117.877,118.8481,100.5789,94.496,116.0122,73.2738,0,0,0,0,0,0,0,0,0
987,93.1842,18.8873,96.5311,119.1728,117.951,100.4466,92.762,115.3475,74.3464,0,0,0,0,0,0,0,0,0
988,92.7222,19.4724,95.7122,118.8785,118.3716,102.1487,94.7096,116.4297,74.5472,0,0,0,0,0,0,0,0,0
989,92.2685,17.7553,96.8959,116.9319,118.2987,100.3902,92.9051,115.9814,74.6728,0,0,0,0,0,0,0,0,0
990,93.5278,19.6872,97.9571,116.7456,117.2505,101.7488,93.5502,114.7193,74.633,0,0,0,0,0,0,0,0,0
991,94.0428,17.8675,98.2214,115.2573,115.3956,101.4936,93.9299,116.1831,74.715,0,0,0,0,0,0,0,0,0
992,96.038,16.0988,98.8183,116.257,117.3009,99.8781,93.11,117.4549,76.4172,0,0,0,0,0,0,0,0,0
993,97.0028,16.3769,96.9761,117.4651,117.1123,101.6096,94.3401,119.2405,77.5691,0,0,0,0,0,0,0,0,0
994,98.4557,18.2779,96.6531,115.534,115.9236,103.2389,93.17,119.6904,79.0044,0,0,0,0,0,0,0,0,0
995,97.3334,16.4889,96.9217,116.6163,116.9702,102.5021,92.4784,120.4187,78.0242,0,0,0,0,0,0,0,0,0
996,98.574,17.1374,97.3761,116.841,116.6097,102.5415,90.8834,122.1702,79.245,0,0,0,0,0,0,0,0,0
997,96.7767,15.3132,97.0327,116.9426,117.1392,101.6437,91.3042,123.4685,80.4849,0,0,0,0,0,0,0,0,0
998,97.2915,14.9132,96.8167,116.0443,118.6691,100.6727,90.6063,121.9645,78.5584,0,0,0,0,0,0,0,0,0
999,95.9656,13.752,98.1409,116.1475,117.3383,101.4341,89.4494,122.4216,78.9011,0,0,0,0,0,0,0,0,0
1000,94.1574,13.4667,99.5521,115.8357,116.2787,102.0412,87.732,121.0146,76.957,0,0,0,0,0,0,0,0,0
1001,93.8925,14.8737,99.8963,116.2188,116.9683,103.5488,85.9932,119.8489,76.79,0,0,0,0,0,0,0,0,0
1002,92.6844,15.5157,99.4564,116.4712,117.1234,104.0199,84.7046,119.1605,74.8865,0,0,0,0,0,0,0,0,0
1003,94.4621,16.2236,98.6776,115.6622,115.4099,105.031,84.831,118.3947,74.5139,0,0,0,0,0,0,0,0,0
1004,94.2773,17.8386,97.7522,114.9404,116.0033,106.1891,86.3737,116.539,75.3233,0,0,0,0,0,0,0,0,0
1005,95.1429,16.2681,96.6908,115.1675,115.446,106.2161,84.7962,115.9225,75.7367,0,0,0,0,0,0,0,0,0
1006,95.8317,16.0666,96.9049,115.1026,113.5248,105.2598,84.0428,117.6094,74.8383,0,0,0,0,0,0,0,0,0
1007,96.8389,16.7197,96.8143,114.456,111.6554,105.6091,82.2618,116.5374,74.7962,0,0,0,0,0,0,0,0,0
1008,98.0534,15.2038,97.3327,114.6688,113.1859,107.5703,80.3999,116.2177,74.3071,0,0,0,0,0,0,0,0,0
1009,97.5728,15.5244,97.6529,116.6164,114.231,106.7138,79.3897,118.1118,72.4162,0,0,0,0,0,0,0,0,0
1010,97.3621,16.2706,97.4334,117.3821,112.825,105.9622,77.8928,118.7456,73.838,0,0,0,0,0,0,0,0,0
1011,97.6337,17.5319,96.7182,117.5596,114.6343,107.7654,76.0778,119.657,72.8799,0,0,0,0,0,0,0,0,0
1012,99.3989,18.0298,96.3602,116.8073,114.473,108.6938,77.4495,118.2777,73.3837,0,0,0,0,0,0,0,0,0
1013,99.8183,19.6256,97.4834,114.834,115.7069,107.0418,79.2813,116.3216,72.2928,0,0,0,0,0,0,0,0,0
1014,99.9878,20.2148,96.2522,115.3416,115.8578,108.8374,78.1605,115.7898,71.857,0,0,0,0,0,0,0,0,0
1015,98.6461,20.0839,95.9622,115.4602,115.9397,108.2173,77.5975,116.4401,73.7252,0,0,0,0,0,0,0,0,0
1016,98.2992,21.5948,94.9706,117.3933,116.5481,107.0806,76.462,114.9134,72.3826,0,0,0,0,0,0,0,0,0
1017,97.7695,19.6077,96.2415,117.2255,115.3239,108.2612,75.8171,113.3012,73.9896,0,0,0,0,0,0,0,0,0
1018,98.911,21.5869,97.9787,117.442,114.3567,108.2725,75.6754,111.9428,75.5708,0,0,0,0,0,0,0,0,0
1019,97.8698,22.3259,98.2201,118.9531,113.7086,106.6138,76.6052,109.9626,74.9287,0,0,0,0,0,0,0,0,0
1020,97.6293,21.0225,98.0165,120.137,112.0601,106.2706,76.9253,111.592,72.9698,0,0,0,0,0,0,0,0,0
1021,98.7048,21.5538,99.0439,121.0127,112.7768,106.2513,77.9139,112.6967,71.8398,0,0,0,0,0,0,0,0,0
1022,99.1347,22.6647,98.9893,122.7881,113.0731,104.3799,78.7745,113.4614,73.3704,0,0,0,0,0,0,0,0,0
1023,97.9002,24.2857,97.26,121.0872,112.7423,105.1719,77.1166,111.9121,74.755,0,0,0,0,0,0,0,0,0
1024,97.4359,23.3714,97.1997,122.1247,112.2196,105.3936,75.5341,113.8396,75.7618,0,0,0,0,0,0,0,0,0
1025,95.6935,25.319,96.8949,120.2409,110.6063,104.7125,76.2176,115.421,77.2908,0,0,0,0,0,0,0,0,0
1026,97.188,25.7672,96.7992,118.3875,109.1666,106.0896,74.3021,114.2557,77.9098,0,0,0,0,0,0,0,0,0
1027,95.836,27.021,97.9386,117.904,107.4749,106.962,74.0588,116.0181,78.0924,0,0,0,0,0,0,0,0,0
1028,96.5789,25.796,98.675,119.8556,105.7807,107.0192,72.3189,116.7285,77.4878,0,0,0,0,0,0,0,0,0
1029,97.1221,25.2605,97.0771,118.7217,107.6716,107.5674,71.423,115.7752,77.5131,0,0,0,0,0,0,0,0,0
1030,97.3963,26.1551,96.0722,120.5678,106.3892,108.305,72.4212,114.4555,79.1575,0,0,0,0,0,0,0,0,0
1031,96.3822,26.3883,94.4649,119.1015,107.037,110.2423,70.8053,115.4105,78.9091,0,0,0,0,0,0,0,0,0
1032,97.9211,25.8039,94.4526,118.2714,108.9138,111.3759,70.7577,114.3672,79.2743,0,0,0,0,0,0,0,0,0
1033,99.8612,26.1898,94.0358,118.8627,110.738,109.856,72.368,114.6314,78.2544,0,0,0,0,0,0,0,0,0
1034,99.4953,24.3518,92.2369,119.8185,111.4419,110.6481,72.8256,114.3548,77.5701,0,0,0,0,0,0,0,0,0
1035,100.7165,25.8419,93.393,121.5207,112.7908,110.4252,72.3587,113.1464,77.6072,0,0,0,0,0,0,0,0,0
1036,98.9311,26.7348,92.4584,122.0062,112.7336,109.8396,72.5496,114.3619,78.477,0,0,0,0,0,0,0,0,0
1037,98.6051,27.4834,92.2927,122.3805,111.8463,111.3384,73.9786,114.7629,77.7621,0,0,0,0,0,0,0,0,0
1038,97.2786,28.5666,90.4025,121.1961,110.8068,111.0891,72.5371,114.436,76.5645,0,0,0,0,0,0,0,0,0
1039,98.4228,28.346,91.5026,122.0343,112.3626,112.7915,72.0976,114.826,75.7754,0,0,0,0,0,0,0,0,0
1040,100.0992,27.3118,92.9719,120.5932,113.3602,114.198,72.9499,113.2955,75.134,0,0,0,0,0,0,0,0,0
1041,100.7286,25.8252,92.265,121.2179,113.1943,114.4133,71.8732,112.6188,76.6542,0,0,0,0,0,0,0,0,0
1042,101.8548,25.4907,91.675,122.836,114.1674,115.8793,73.0059,113.0993,74.8348,0,0,0,0,0,0,0,0,0
1043,103.8433,23.8692,92.6472,122.2059,112.411,114.8384,73.3826,111.8772,75.9731,0,0,0,0,0,0,0,0,0
1044,105.2267,22.9831,92.6641,120.5152,112.6176,116.2865,71.6865,112.848,77.55,0,0,0,0,0,0,0,0,0
1045,106.7276,23.1814,93.6582,118.8383,111.7128,117.2188,72.1133,111.7368,79.548,0,0,0,0,0,0,0,0,0
1046,108.6176,24.2287,92.6572,119.1408,112.1331,116.5828,70.8832,113.4321,78.7481,0,0,0,0,0,0,0,0,0
1047,110.3843,23.1781,91.6868,118.1419,110.8014,114.8269,72.2778,112.7108,77.2988,0,0,0,0,0,0,0,0,0
1048,108.7195,25.1017,89.9749,120.0723,109.2726,113.867,72.7177,111.8452,76.4845,0,0,0,0,0,0,0,0,0
1049,110.031,25.6661,88.7394,120.3909,110.6252,112.4693,73.8364,112.5451,76.1237,0,0,0,0,0,0,0,0,0
1050,109.9338,26.0498,90.2966,120.5264,109.0898,110.5234,73.6291,114.0604,77.636,0,0,0,0,0,0,0,0,0
1051,108.14,27.1377,91.6455,121.5438,108.7573,109.3277,73.0877,113.4084,79.4554,0,0,0,0,0,0,0,0,0
1052,106.393,28.4675,91.4581,120.1502,109.5987,110.398,74.9658,115.3054,77.4827,0,0,0,0,0,0,0,0,0
1053,107.3975,27.2325,90.7469,120.499,108.5344,110.3818,73.9143,116.1828,77.269,0,0,0,0,0,0,0,0,0
1054,107.2752,26.4221,90.4018,118.5464,109.8366,109.6066,73.0442,116.4139,78.2525,0,0,0,0,0,0,0,0,0
1055,109.0855,27.6073,88.8696,118.6515,111.605,110.1438,74.395,116.0047,77.6584,0,0,0,0,0,0,0,0,0
1056,107.9052,29.3989,90.3074,118.4227,110.3404,110.4761,74.3086,115.5643,77.7099,0,0,0,0,0,0,0,0,0
1057,108.3422,30.0346,89.5857,118.4215,112.0544,109.0595,75.4045,115.9545,77.1462,0,0,0,0,0,0,0,0,0
1058,108.1809,30.473,89.34,116.5136,112.2423,110.2705,75.6288,115.5486,77.9764,0,0,0,0,0,0,0,0,0
1059,108.867,31.0716,87.6454,115.1565,112.4513,111.4831,73.8797,114.8645,78.9152,0,0,0,0,0,0,0,0,0
1060,109.7532,30.0011,87.893,116.4063,110.9098,113.0571,75.347,115.2682,80.0507,0,0,0,0,0,0,0,0,0
1061,110.5011,31.1214,88.3425,115.0751,111.8102,111.8413,75.7675,116.7194,78.8711,0,0,0,0,0,0,0,0,0
1062,110.4,32.5843,87.2812,116.8268,111.1796,110.1606,77.1793,117.8866,79.1817,0,0,0,0,0,0,0,0,0
1063,109.0364,33.5108,87.8189,117.9827,111.748,111.4672,75.3361,118.9897,80.5045,0,0,0,0,0,0,0,0,0
1064,108.4679,32.1217,85.9355,116.3732,110.9703,113.3497,76.7822,117.1945,80.0056,0,0,0,0,0,0,0,0,0
1065,107.2023,33.1883,83.9857,117.5832,112.684,114.6842,75.149,118.2073,79.9017,0,0,0,0,0,0,0,0,0
1066,106.3442,32.9016,83.678,117.4723,113.0472,114.955,74.5216,117.8703,81.7655,0,0,0,0,0,0,0,0,0
1067,107.511,34.8812,81.7729,115.6738,112.9952,116.1048,73.3894,117.0616,83.679,0,0,0,0,0,0,0,0,0
1068,106.6954,33.0188,81.07,115.1395,113.3376,114.7862,71.6337,115.5657,84.4426,0,0,0,0,0,0,0,0,0
1069,106.3879,33.9144,81.6376,115.6322,111.8864,114.189,73.2611,113.8569,83.5677,0,0,0,0,0,0,0,0,0
1070,108.2539,34.032,82.1105,115.1776,110.368,114.6295,72.9714,114.8866,81.6811,0,0,0,0,0,0,0,0,0
1071,110.2265,33.2217,80.6903,117.034,110.3743,116.5404,74.3588,116.874,82.3101,0,0,0,0,0,0,0,0,0
1072,110.0266,32.1417,79.5886,118.7799,110.7028,117.2358,75.1747,117.5125,84.2444,0,0,0,0,0,0,0,0,0
1073,109.118,30.5242,80.0157,117.7217,112.2477,115.7956,76.7826,115.6115,84.302,0,0,0,0,0,0,0,0,0
1074,109.0924,32.0098,79.344,119.2547,110.9178,114.6148,75.331,115.5246,85.8636,0,0,0,0,0,0,0,0,0
1075,107.6403,33.958,80.3798,121.0926,109.0501,114.5847,74.2135,114.6123,87.1562,0,0,0,0,0,0,0,0,0
1076,106.0249,32.1217,79.1503,121.784,109.5088,114.6099,75.1527,115.2095,88.1621,0,0,0,0,0,0,0,0,0
1077,106.9046,30.3876,80.9022,120.6866,110.3877,116.0899,73.9638,114.4799,87.3527,0,0,0,0,0,0,0,0,0
1078,105.0643,31.7778,79.2027,119.8398,108.5526,117.6784,72.7587,116.1846,88.9537,0,0,0,0,0,0,0,0,0
1079,107.0524,33.1946,80.0469,119.4912,106.6079,117.9096,74.1128,114.5675,87.2972,0,0,0,0,0,0,0,0,0
1080,108.1052,33.6274,78.1342,118.9736,104.7726,116.6668,72.1397,115.9378,89.1904,0,0,0,0,0,0,0,0,0
1081,107.6939,34.3203,79.0037,120.5756,104.0313,117.6063,71.0208,115.4999,87.8927,0,0,0,0,0,0,0,0,0
1082,109.082,34.0893,80.247,120.0225,105.9645,117.0153,69.2852,115.5523,89.2205,0,0,0,0,0,0,0,0,0
1083,109.9344,32.9654,82.1146,121.3196,105.0655,117.1937,69.7116,114.4463,89.6274,0,0,0,0,0,0,0,0,0
1084,111.2982,32.7966,82.3248,122.0463,104.2792,118.9346,71.184,114.8771,87.9089,0,0,0,0,0,0,0,0,0
1085,111.7953,31.2819,82.1071,122.8817,102.9432,120.2618,72.388,115.3811,89.5902,0,0,0,0,0,0,0,0,0
1086,113.3855,32.7563,80.3218,124.7234,102.9108,119.4019,72.1316,116.4104,88.0495,0,0,0,0,0,0,0,0,0
1087,113.5887,34.5175,80.6064,124.6136,102.3432,119.2219,73.187,118.0354,88.1599,0,0,0,0,0,0,0,0,0
1088,112.8084,34.5655,82.2725,125.7158,103.3807,120.4448,74.3883,118.1962,87.4987,0,0,0,0,0,0,0,0,0
1089,110.9751,32.9458,80.9024,127.2791,103.3684,119.6727,75.0871,118.9616,85.592,0,0,0,0,0,0,0,0,0
1090,112.9461,31.742,79.7413,125.8797,105.0195,118.4172,75.3533,119.0259,87.1864,0,0,0,0,0,0,0,0,0
1091,114.5586,33.434,78.0642,127.0931,103.0981,120.0287,76.7755,117.7473,86.813,0,0,0,0,0,0,0,0,0
1092,112.7946,31.8112,78.2067,127.9535,101.9376,120.1734,77.5258,119.4552,88.3425,0,0,0,0,0,0,0,0,0
1093,113.3729,33.1844,78.0279,127.1692,100.8408,120.9772,78.2691,117.5535,88.965,0,0,0,0,0,0,0,0,0
1094,114.88,34.892,79.0893,126.1344,102.8328,120.2479,78.4256,119.493,87.8901,0,0,0,0,0,0,0,0,0
1095,114.2099,33.1461,80.2998,126.2903,101.7116,122.1138,77.1551,120.5225,89.4448,0,0,0,0,0,0,0,0,0
1096,113.874,34.505,80.3638,125.4358,103.1618,120.9791,78.7713,118.8923,91.0737,0,0,0,0,0,0,0,0,0
1097,114.2272,33.7403,80.3859,127.2021,104.8651,121.5625,77.1177,120.6617,90.2993,0,0,0,0,0,0,0,0,0
1098,113.602,33.3931,79.9901,128.7283,104.1862,121.6741,75.6848,122.3701,91.2309,0,0,0,0,0,0,0,0,0
1099,115.0558,35.3204,78.5471,130.2458,105.8233,120.8317,75.9356,122.2246,92.9831,0,0,0,0,0,0,0,0,0
1100,113.1569,36.6966,76.6316,130.2627,104.4611,120.124,75.6039,123.5464,94.2963,0,0,0,0,0,0,0,0,0
1101,111.9265,34.8088,74.7944,129.5381,103.9661,121.3372,77.4314,124.6667,94.7087,0,0,0,0,0,0,0,0,0
1102,113.1074,34.7787,74.8516,128.6742,103.771,122.8439,76.374,124.6754,95.0304,0,0,0,0,0,0,0,0,0
1103,112.3219,33.3098,74.3651,127.505,104.1147,121.9006,75.0749,124.5916,93.8735,0,0,0,0,0,0,0,0,0
1104,112.4803,31.7064,74.1737,129.372,105.0051,121.9193,73.6731,124.0869,92.12,0,0,0,0,0,0,0,0,0
1105,113.0823,31.7114,72.8312,128.9871,105.9785,121.5473,74.9823,125.808,92.2574,0,0,0,0,0,0,0,0,0
1106,112.7957,30.5088,73.1936,128.7834,104.3026,120.9904,74.024,125.36,92.2725,0,0,0,0,0,0,0,0,0
1107,113.9579,30.0936,75.0906,128.1804,103.7008,122.1643,72.3318,124.3184,91.4566,0,0,0,0,0,0,0,0,0
1108,115.9146,29.9162,75.671,130.0058,104.3429,122.9093,72.1784,124.8617,89.6905,0,0,0,0,0,0,0,0,0
1109,117.4465,29.5016,77.5567,130.5945,103.7308,122.1005,73.7409,125.1873,88.3055,0,0,0,0,0,0,0,0,0
1110,115.4961,31.3574,77.6125,132.1123,105.6393,120.656,72.4469,123.763,87.3154,0,0,0,0,0,0,0,0,0
1111,114.2028,30.1776,76.632,131.9883,106.4585,119.6666,71.6967,123.1647,87.8239,0,0,0,0,0,0,0,0,0
1112,112.4456,31.1942,76.752,132.9243,106.3224,121.6605,73.4357,123.2019,87.8554,0,0,0,0,0,0,0,0,0
1113,113.5649,30.203,78.4131,131.281,106.5573,120.7721,74.055,122.7251,87.6128,0,0,0,0,0,0,0,0,0
1114,111.752,30.3342,79.3231,131.4677,105.0416,122.5655,75.0629,121.9208,86.6949,0,0,0,0,0,0,0,0,0
1115,110.4082,31.8006,77.6442,133.1226,105.3037,123.8442,76.27,123.0597,88.6079,0,0,0,0,0,0,0,0,0
1116,111.5912,31.8562,76.404,131.9767,104.2037,125.8272,77.8691,124.4534,88.6839,0,0,0,0,0,0,0,0,0
1117,109.6648,30.0874,74.4124,131.8671,102.8752,126.9119,75.8707,123.7809,90.0658,0,0,0,0,0,0,0,0,0
1118,108.546,28.9137,76.2547,132.8801,102.7382,126.1432,77.1826,123.6964,91.7095,0,0,0,0,0,0,0,0,0
1119,110.2103,30.7345,77.8002,131.4931,102.2496,128.0535,79.1453,122.6248,90.5768,0,0,0,0,0,0,0,0,0
1120,110.7163,29.3572,77.2675,131.7671,101.0232,129.2754,78.1647,124.2851,92.1368,0,0,0,0,0,0,0,0,0
1121,112.1087,28.5804,76.3299,129.8606,101.1633,127.8421,79.8736,123.5982,90.3883,0,0,0,0,0,0,0,0,0
1122,113.8679,29.0603,74.8264,128.8959,101.4759,129.7932,81.4285,124.6298,88.7025,0,0,0,0,0,0,0,0,0
1123,112.7502,28.2453,75.0831,130.4282,100.5886,128.1968,80.4935,124.1537,87.3386,0,0,0,0,0,0,0,0,0
1124,111.5711,26.7222,73.1066,128.6759,99.6147,127.2414,78.5432,124.6246,86.8053,0,0,0,0,0,0,0,0,0
1125,111.1794,25.9363,71.8421,130.4029,97.6662,125.8954,77.0225,123.3417,87.959,0,0,0,0,0,0,0,0,0
1126,109.4269,25.2394,70.8082,131.6104,95.8909,127.5386,77.2175,121.4419,89.3221,0,0,0,0,0,0,0,0,0
1127,109.2276,25.3292,71.7265,129.9698,94.044,126.9191,79.2088,123.1079,87.5825,0,0,0,0,0,0,0,0,0
1128,108.0322,24.0551,73.5172,128.5664,92.4007,125.2935,78.9184,121.9501,87.7792,0,0,0,0,0,0,0,0,0
1129,107.9081,22.3992,75.4873,130.2068,90.5505,123.9889,79.5301,120.1725,88.3542,0,0,0,0,0,0,0,0,0
1130,107.3531,22.0062,75.3842,130.2784,92.4099,122.525,80.6855,119.5233,88.2307,0,0,0,0,0,0,0,0,0
1131,107.4644,23.4721,76.4218,131.3105,93.855,123.8009,80.2472,118.4018,88.7229,0,0,0,0,0,0,0,0,0
1132,109.0656,23.1095,76.8728,133.2625,94.5965,122.2583,80.0438,119.6441,86.9359,0,0,0,0,0,0,0,0,0
1133,109.5552,24.7623,75.0444,132.1075,95.9567,122.8261,78.0779,117.7461,85.5699,0,0,0,0,0,0,0,0,0
1134,107.5613,23.421,77.0235,132.0261,95.7507,123.3751,78.0005,116.2664,85.6833,0,0,0,0,0,0,0,0,0
1135,107.2352,25.2632,75.7953,133.5152,96.6994,123.6697,79.1335,117.5877,86.239,0,0,0,0,0,0,0,0,0
1136,107.3232,25.6448,75.0498,134.9484,95.6893,124.0408,78.3058,116.7282,84.6182,0,0,0,0,0,0,0,0,0
1137,106.2215,27.4622,73.3731,133.195,97.4735,124.8688,77.2214,115.0595,85.9521,0,0,0,0,0,0,0,0,0
1138,105.2008,25.8528,72.1286,134.1493,97.8396,125.846,77.7645,116.6882,84.0276,0,0,0,0,0,0,0,0,0
1139,106.1913,24.1744,70.8437,135.2324,99.6643,125.6522,78.3162,118.0936,82.8101,0,0,0,0,0,0,0,0,0
1140,106.703,25.8949,69.6163,133.8191,98.2955,125.8628,80.0209,116.7153,81.5138,0,0,0,0,0,0,0,0,0
1141,108.2249,24.3395,69.7253,133.517,96.9208,125.4253,79.0861,115.7568,80.2592,0,0,0,0,0,0,0,0,0
1142,107.8644,25.3912,70.5018,132.368,95.2845,125.094,80.553,114.0321,78.6401,0,0,0,0,0,0,0,0,0
1143,107.5677,24.0864,70.9736,131.0613,96.2275,127.0228,78.6044,114.8357,76.9023,0,0,0,0,0,0,0,0,0
1144,107.2967,25.5423,72.7034,132.2847,97.291,126.3457,80.3526,113.5793,75.0981,0,0,0,0,0,0,0,0,0
1145,109.0418,25.6956,74.5144,131.8374,98.494,124.5939,79.5693,114.3531,76.9783,0,0,0,0,0,0,0,0,0
1146,107.936,27.44,72.8768,131.1611,96.5683,126.1879,78.5302,113.1032,76.6724,0,0,0,0,0,0,0,0,0
1147,109.615,28.795,73.882,130.6989,96.3259,127.1052,77.5798,113.1656,74.8446,0,0,0,0,0,0,0,0,0
1148,108.9718,27.5249,75.0662,132.1825,97.9966,126.1463,79.4826,111.7263,73.3993,0,0,0,0,0,0,0,0,0
1149,108.8378,28.0389,74.5048,133.9208,98.7838,126.9455,80.879,110.7876,72.1872,0,0,0,0,0,0,0,0,0
1150,107.3248,28.0654,72.5359,132.8413,96.8946,125.9239,81.3712,112.2085,72.3992,0,0,0,0,0,0,0,0,0
1151,107.099,27.0841,74.4882,132.7972,97.8569,125.9918,79.6449,111.2234,72.8322,0,0,0,0,0,0,0,0,0
1152,105.1675,28.6732,74.7316,134.4571,95.9434,127.0375,80.705,110.3771,72.8619,0,0,0,0,0,0,0,0,0
1153,105.2824,30.6529,75.7278,135.938,97.1133,127.9673,79.9604,111.0193,70.9301,0,0,0,0,0,0,0,0,0
1154,104.7132,30.911,76.5083,135.844,98.1714,128.8725,79.3961,110.2616,71.7138,0,0,0,0,0,0,0,0,0
1155,104.3548,32.7035,74.8067,134.6107,98.6485,127.7188,79.659,112.1195,71.3203,0,0,0,0,0,0,0,0,0
1156,105.4954,32.4319,75.7645,133.0802,98.6419,127.0058,77.9938,111.9417,70.3087,0,0,0,0,0,0,0,0,0
1157,103.6329,31.1844,76.4816,133.2192,99.9674,126.1068,79.8933,112.087,68.4752,0,0,0,0,0,0,0,0,0
1158,102.3897,32.0352,77.2042,134.356,98.0466,125.8569,81.1664,111.7374,68.598,0,0,0,0,0,0,0,0,0
1159,103.1513,32.5174,77.1244,134.6161,97.7062,124.7049,79.5854,111.5021,69.1895,0,0,0,0,0,0,0,0,0
1160,103.5842,34.3157,75.2973,135.6646,98.4225,126.3134,80.5902,110.4546,70.7163,0,0,0,0,0,0,0,0,0
1161,102.2432,35.6383,73.3368,133.7835,97.9081,126.8306,80.5691,108.7701,71.7893,0,0,0,0,0,0,0,0,0
1162,102.0743,34.4725,73.1821,135.5881,99.5019,126.5189,79.2491,107.475,71.9758,0,0,0,0,0,0,0,0,0
1163,103.5688,33.2284,71.2898,135.1217,97.6411,125.5442,79.711,109.3972,70.6921,0,0,0,0,0,0,0,0,0
1164,105.4337,33.9809,70.5767,133.6327,98.5477,127.4295,80.7786,109.0027,72.2327,0,0,0,0,0,0,0,0,0
1165,106.379,33.5342,71.8979,134.5795,99.1509,126.4532,80.1083,109.1136,71.3204,0,0,0,0,0,0,0,0,0
1166,105.7949,34.3416,73.75,135.5149,98.0365,127.9854,78.8605,110.6165,70.147,0,0,0,0,0,0,0,0,0
